gene,term,description,domain
CHAFR746836.1.1_0052120.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0052130.1,GO:0042626,ATPase activity, coupled to transmembrane movement of substances,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052130.1,GO:0016887,ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052130.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0052150.1,GO:0005885,Arp2/3 protein complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0052150.1,GO:0030833,regulation of actin filament polymerization,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052150.1,GO:0034314,Arp2/3 complex-mediated actin nucleation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052150.1,GO:0005856,cytoskeleton,CELLULAR_COMPONENT
CHAFR746836.1.1_0052160.1,GO:0006413,translational initiation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052160.1,GO:0003743,translation initiation factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052190.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052190.1,GO:0044262,cellular carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052190.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052190.1,GO:0006108,malate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052190.1,GO:0030060,L-malate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052190.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052190.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052190.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052200.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052200.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052220.1,GO:0016811,hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052220.1,GO:0016884,carbon-nitrogen ligase activity, with glutamine as amido-N-donor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052240.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052240.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052260.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052260.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052260.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052260.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052260.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052300.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052300.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052310.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052310.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052310.1,GO:0016620,oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052310.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052350.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052350.1,GO:0004386,helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052350.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052350.1,GO:0008026,ATP-dependent helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052360.1,GO:0015940,pantothenate biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052360.1,GO:0004592,pantoate-beta-alanine ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052370.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0052370.1,GO:0006355,regulation of transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052370.1,GO:0000981,sequence-specific DNA binding RNA polymerase II transcription factor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052370.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052370.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052370.1,GO:0006351,transcription, DNA-dependent,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052390.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052390.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052390.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052390.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052390.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052390.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052400.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052400.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0052400.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052400.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052400.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052400.1,GO:0016706,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052400.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0052410.1,GO:0006281,DNA repair,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052410.1,GO:0017108,5'-flap endonuclease activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052410.1,GO:0033557,Slx1-Slx4 complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0052420.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052420.1,GO:0048037,cofactor binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052420.1,GO:0016616,oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052420.1,GO:0051287,NAD binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052420.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052430.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052440.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052440.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052460.1,GO:0016787,hydrolase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052480.1,GO:0008299,isoprenoid biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052500.1,GO:0008237,metallopeptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052500.1,GO:0008233,peptidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052500.1,GO:0006508,proteolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052510.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052510.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052510.1,GO:0008762,UDP-N-acetylmuramate dehydrogenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052510.1,GO:0050660,flavin adenine dinucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052510.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052510.1,GO:0016614,oxidoreductase activity, acting on CH-OH group of donors,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052550.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052550.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0004386,helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0046872,metal ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052570.1,GO:0008026,ATP-dependent helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052580.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052580.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052580.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052580.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052590.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052590.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052590.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052590.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052590.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0002900.1,GO:0030163,protein catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0002900.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0002900.1,GO:0004842,ubiquitin-protein ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0002910.1,GO:0005750,mitochondrial respiratory chain complex III,CELLULAR_COMPONENT
CHAFR746836.1.1_0002910.1,GO:0006122,mitochondrial electron transport, ubiquinol to cytochrome c,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0002910.1,GO:0005740,mitochondrial envelope,CELLULAR_COMPONENT
CHAFR746836.1.1_0002920.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052620.1,GO:0004497,monooxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052620.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052620.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052620.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052620.1,GO:0016712,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052620.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052630.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0052630.1,GO:0018024,histone-lysine N-methyltransferase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052650.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052650.1,GO:0007264,small GTPase mediated signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052650.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052650.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0052650.1,GO:0006184,GTP catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052650.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052650.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0052650.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052650.1,GO:0006913,nucleocytoplasmic transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052650.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052660.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052690.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052690.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052700.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052710.1,GO:0004601,peroxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052710.1,GO:0006979,response to oxidative stress,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052710.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052710.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052740.1,GO:0004514,nicotinate-nucleotide diphosphorylase (carboxylating) activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052740.1,GO:0009435,NAD biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052750.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052760.1,GO:0004842,ubiquitin-protein ligase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052800.1,GO:0033178,proton-transporting two-sector ATPase complex, catalytic domain,CELLULAR_COMPONENT
CHAFR746836.1.1_0052800.1,GO:0046961,proton-transporting ATPase activity, rotational mechanism,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052800.1,GO:0015991,ATP hydrolysis coupled proton transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052810.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052810.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052810.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052810.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052820.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052840.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052850.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052860.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052860.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052890.1,GO:0004743,pyruvate kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052890.1,GO:0030955,potassium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052890.1,GO:0006096,glycolysis,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052890.1,GO:0000287,magnesium ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052890.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052920.1,GO:0004620,phospholipase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052920.1,GO:0009395,phospholipid catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052920.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052950.1,GO:0000166,nucleotide binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052950.1,GO:0017111,nucleoside-triphosphatase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052950.1,GO:0006810,transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052950.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052950.1,GO:0042626,ATPase activity, coupled to transmembrane movement of substances,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052950.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0052950.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052950.1,GO:0016887,ATPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052970.1,GO:0016592,mediator complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0052970.1,GO:0006357,regulation of transcription from RNA polymerase II promoter,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052970.1,GO:0001104,RNA polymerase II transcription cofactor activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052980.1,GO:0016747,transferase activity, transferring acyl groups other than amino-acyl groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052980.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052980.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052980.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0052990.1,GO:0009168,purine ribonucleoside monophosphate biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0052990.1,GO:0019239,deaminase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053010.1,GO:0004553,hydrolase activity, hydrolyzing O-glycosyl compounds,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053010.1,GO:0005975,carbohydrate metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053050.1,GO:0009231,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053050.1,GO:0003935,GTP cyclohydrolase II activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053050.2,GO:0009231,riboflavin biosynthetic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053050.2,GO:0003935,GTP cyclohydrolase II activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053070.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0053070.1,GO:0006412,translation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053070.1,GO:0003735,structural constituent of ribosome,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053070.1,GO:0005840,ribosome,CELLULAR_COMPONENT
CHAFR746836.1.1_0053080.1,GO:0005525,GTP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053080.1,GO:0007264,small GTPase mediated signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053080.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0053080.1,GO:0015031,protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053080.1,GO:0003924,GTPase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053080.1,GO:0006184,GTP catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053080.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053080.1,GO:0016020,membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0053090.1,GO:0003824,catalytic activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053100.1,GO:0016773,phosphotransferase activity, alcohol group as acceptor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053100.1,GO:0046677,response to antibiotic,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053100.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053100.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053110.1,GO:0006260,DNA replication,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053110.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053110.1,GO:0003677,DNA binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053110.1,GO:0003678,DNA helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053110.1,GO:0042555,MCM complex,CELLULAR_COMPONENT
CHAFR746836.1.1_0053110.1,GO:0005634,nucleus,CELLULAR_COMPONENT
CHAFR746836.1.1_0053110.1,GO:0006270,DNA replication initiation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053210.1,GO:0004386,helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053210.1,GO:0003676,nucleic acid binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053210.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053210.1,GO:0008026,ATP-dependent helicase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053230.1,GO:0006629,lipid metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053230.1,GO:0016717,oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053230.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053240.1,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053240.1,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0053240.2,GO:0007165,signal transduction,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053240.2,GO:0005622,intracellular,CELLULAR_COMPONENT
CHAFR746836.1.1_0053260.1,GO:0050113,inositol oxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053260.1,GO:0019310,inositol catabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053260.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053260.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053260.1,GO:0005737,cytoplasm,CELLULAR_COMPONENT
CHAFR746836.1.1_0053280.1,GO:0032040,small-subunit processome,CELLULAR_COMPONENT
CHAFR746836.1.1_0053300.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053300.1,GO:0009916,alternative oxidase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053310.1,GO:0016884,carbon-nitrogen ligase activity, with glutamine as amido-N-donor,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053320.1,GO:0004672,protein kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053320.1,GO:0005524,ATP binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053320.1,GO:0006468,protein phosphorylation,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053320.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053320.1,GO:0004674,protein serine/threonine kinase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053320.1,GO:0016772,transferase activity, transferring phosphorus-containing groups,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053350.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053350.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053350.1,GO:0004497,monooxygenase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053350.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053350.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053390.1,GO:0005515,protein binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053390.1,GO:0016192,vesicle-mediated transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053390.1,GO:0006886,intracellular protein transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053390.1,GO:0008270,zinc ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053390.1,GO:0005488,binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053400.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053400.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053450.1,GO:0020037,heme binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053450.1,GO:0055114,oxidation-reduction process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053450.1,GO:0016705,oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053450.1,GO:0005506,iron ion binding,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053470.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0053470.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053480.1,GO:0008152,metabolic process,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053480.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
CHAFR746836.1.1_0053490.1,GO:0055085,transmembrane transport,BIOLOGICAL_PROCESS
CHAFR746836.1.1_0053490.1,GO:0016021,integral to membrane,CELLULAR_COMPONENT
CHAFR746836.1.1_0002940.1,GO:0016491,oxidoreductase activity,MOLECULAR_FUNCTION
